Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     150/150         .real_time [511]
                0.00    0.00     150/150         .*__module_diagnostics_NMOD_diagnostic_output_calc_stub_in_solve_em [491]
-----------------------------------------------
                0.02   74.70     450/450         .solve_em [6]
[7]     17.7    0.02   74.70     450         .*__module_em_NMOD_rk_tendency_stub_in_solve_em [7]
                0.00   74.70     450/450         .__module_em_NMOD_rk_tendency [8]
-----------------------------------------------
                0.00   74.70     450/450         .*__module_em_NMOD_rk_tendency_stub_in_solve_em [7]
[8]     17.7    0.00   74.70     450         .__module_em_NMOD_rk_tendency [8]
                8.54    0.00     450/450         .__module_advect_em_NMOD_advect_v [47]
                8.47    0.00     450/450         .__module_advect_em_NMOD_advect_w [48]
                8.15    0.00     450/450         .__module_big_step_utilities_em_NMOD_horizontal_pressure_gradient [49]
                7.73    0.00     450/450         .__module_big_step_utilities_em_NMOD_curvature [51]
                7.09    0.00     450/450         .__module_big_step_utilities_em_NMOD_rhs_ph [52]
                6.64    0.00     450/450         .__module_advect_em_NMOD_advect_u [57]
                6.44    0.00    5400/9900        .__module_big_step_utilities_em_NMOD_zero_tend [36]
                6.22    0.00     450/1950        .__module_advect_em_NMOD_advect_scalar [17]
                4.99    0.00     450/450         .__module_big_step_utilities_em_NMOD_coriolis [64]
                4.21    0.00     450/1200        .__module_big_step_utilities_em_NMOD_horizontal_diffusion [39]
                2.42    0.00     450/450         .__module_big_step_utilities_em_NMOD_w_damp [89]
                2.13    0.00     450/450         .__module_big_step_utilities_em_NMOD_pg_buoy_w [91]
                1.66    0.00     150/150         .__module_big_step_utilities_em_NMOD_horizontal_diffusion_3dmp [99]
                0.00    0.00     450/2701        .nl_get_time_step [413]
-----------------------------------------------
                0.02   72.29    2250/2250        .solve_em [6]
[9]     17.2    0.02   72.29    2250         .*__module_em_NMOD_rk_scalar_tend_stub_in_solve_em [9]
                0.03   72.26    2250/2250        .__module_em_NMOD_rk_scalar_tend [10]
-----------------------------------------------
                0.03   72.26    2250/2250        .*__module_em_NMOD_rk_scalar_tend_stub_in_solve_em [9]
[10]    17.2    0.03   72.26    2250         .__module_em_NMOD_rk_scalar_tend [10]
               41.81    0.00     750/750         .__module_advect_em_NMOD_advect_scalar_pd [11]
               20.75    0.00    1500/1950        .__module_advect_em_NMOD_advect_scalar [17]
                7.02    0.00     750/1200        .__module_big_step_utilities_em_NMOD_horizontal_diffusion [39]
                2.68    0.00    2250/9900        .__module_big_step_utilities_em_NMOD_zero_tend [36]
                0.00    0.00    2250/2701        .nl_get_time_step [413]
-----------------------------------------------
               41.81    0.00     750/750         .__module_em_NMOD_rk_scalar_tend [10]
[11]     9.9   41.81    0.00     750         .__module_advect_em_NMOD_advect_scalar_pd [11]
-----------------------------------------------
                0.00   39.23     150/150         .solve_em [6]
[12]     9.3    0.00   39.23     150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
                0.00   14.76     150/150         .*__module_pbl_driver_NMOD_pbl_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [28]
                0.00    9.69     150/150         .*__module_radiation_driver_NMOD_radiation_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [42]
                0.00    6.80     150/150         .*__module_big_step_utilities_em_NMOD_phy_prep_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [55]
                0.00    3.42     150/150         .*__module_cumulus_driver_NMOD_cumulus_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [73]
                0.00    2.68     150/150         .__module_em_NMOD_init_zero_tendency [82]
                0.01    1.85     150/150         .*__module_surface_driver_NMOD_surface_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [95]
                0.01    0.00     150/150         .*__module_fddagd_driver_NMOD_fddagd_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [243]
                0.00    0.00     150/462         .__esmf_timemod_NMOD_esmf_timeget [251]
                0.00    0.00    1050/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_halo_em_phys_a_sub [273]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_halo_em_fdda_sfc_sub [270]
                0.00    0.00     150/29846       .__module_domain_NMOD_domain_clock_get <cycle 1> [260]
                0.00    0.00     150/300         .__module_domain_NMOD_get_ijk_from_subgrid [462]
                0.00    0.00     150/150         .*__module_radiation_driver_NMOD_pre_radiation_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [493]
                0.00    0.00     150/155         .nl_get_iswater [480]
                0.00    0.00     150/151         .nl_get_isurban [490]
                0.00    0.00     150/155         .nl_get_mminlu [481]
                0.00    0.00     150/150         .*__module_force_scm_NMOD_force_scm_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [492]
-----------------------------------------------
                0.05    1.45       8/158         .__module_mp_wsm5_NMOD_rgmma [105]
                1.01   27.26     150/158         .__module_microphysics_driver_NMOD_microphysics_driver [15]
[13]     7.1    1.06   28.71     158         .__module_mp_wsm5_NMOD_wsm5 [13]
               27.77    0.94   11250/11250       .__module_mp_wsm5_NMOD_wsm52d [14]
-----------------------------------------------
               27.77    0.94   11250/11250       .__module_mp_wsm5_NMOD_wsm5 [13]
[14]     6.8   27.77    0.94   11250         .__module_mp_wsm5_NMOD_wsm52d [14]
                0.48    0.00  382500/382500      .vssqrt [132]
                0.46    0.00  382500/382500      .vsrec [138]
-----------------------------------------------
                0.00   28.26     150/150         .solve_em [6]
[15]     6.7    0.00   28.26     150         .__module_microphysics_driver_NMOD_microphysics_driver [15]
                1.01   27.26     150/158         .__module_mp_wsm5_NMOD_wsm5 [13]
                0.00    0.00     300/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00   27.63     150/150         .solve_em [6]
[16]     6.6    0.00   27.63     150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
                0.00   12.03     150/150         .*__module_diffusion_em_NMOD_cal_deform_and_div_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [32]
                0.01    5.82     150/150         .*__module_diffusion_em_NMOD_calculate_km_kh_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [61]
                0.00    4.06     150/150         .*__module_physics_addtendc_NMOD_update_phy_ten_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [68]
                0.00    2.71     150/150         .*__module_em_NMOD_calculate_phy_tend_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [79]
                0.00    2.56     150/150         .*__module_diffusion_em_NMOD_compute_diff_metrics_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [85]
                0.00    0.24     750/750         .*__module_bc_NMOD_set_physical_bc3d_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [183]
                0.00    0.19     150/150         .*__module_diffusion_em_NMOD_phy_bc_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [188]
                0.01    0.00     150/150         .__module_comm_dm_NMOD_halo_em_phys_pbl_sub [241]
                0.01    0.00     150/300         .__module_comm_dm_NMOD_halo_em_tke_5_sub [239]
                0.00    0.00    1050/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_halo_em_tke_c_sub [277]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_halo_em_tke_d_sub [278]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_halo_em_tke_e_sub [279]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_halo_em_phys_diffusion_sub [274]
                0.00    0.00     150/150         .*__module_bc_NMOD_set_physical_bc2d_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [280]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_period_bdy_em_a1_sub [296]
                0.00    0.00     150/150         .__module_comm_dm_NMOD_period_bdy_em_phy_bc_sub [300]
                0.00    0.00     150/302         .__module_comm_dm_NMOD_period_bdy_em_chem_sub [284]
-----------------------------------------------
                6.22    0.00     450/1950        .__module_em_NMOD_rk_tendency [8]
               20.75    0.00    1500/1950        .__module_em_NMOD_rk_scalar_tend [10]
[17]     6.4   26.97    0.00    1950         .__module_advect_em_NMOD_advect_scalar [17]
-----------------------------------------------
                0.00   20.64    1050/1050        .solve_em [6]
[18]     4.9    0.00   20.64    1050         .*__module_small_step_em_NMOD_advance_uv_stub_in_solve_em [18]
               20.64    0.00    1050/1050        .__module_small_step_em_NMOD_advance_uv [19]
-----------------------------------------------
               20.64    0.00    1050/1050        .*__module_small_step_em_NMOD_advance_uv_stub_in_solve_em [18]
[19]     4.9   20.64    0.00    1050         .__module_small_step_em_NMOD_advance_uv [19]
-----------------------------------------------
                0.00   19.71    1050/1050        .solve_em [6]
[20]     4.7    0.00   19.71    1050         .*__module_small_step_em_NMOD_advance_mu_t_stub_in_solve_em [20]
               19.71    0.00    1050/1050        .__module_small_step_em_NMOD_advance_mu_t [21]
-----------------------------------------------
               19.71    0.00    1050/1050        .*__module_small_step_em_NMOD_advance_mu_t_stub_in_solve_em [20]
[21]     4.7   19.71    0.00    1050         .__module_small_step_em_NMOD_advance_mu_t [21]
-----------------------------------------------
                0.00   17.19    2250/2250        .solve_em [6]
[22]     4.1    0.00   17.19    2250         .*__module_em_NMOD_rk_update_scalar_stub_in_solve_em [22]
               17.19    0.00    2250/2250        .__module_em_NMOD_rk_update_scalar [23]
-----------------------------------------------
               17.19    0.00    2250/2250        .*__module_em_NMOD_rk_update_scalar_stub_in_solve_em [22]
[23]     4.1   17.19    0.00    2250         .__module_em_NMOD_rk_update_scalar [23]
-----------------------------------------------
                0.00   16.28     450/450         .solve_em [6]
[24]     3.9    0.00   16.28     450         .*__module_em_NMOD_rk_step_prep_stub_in_solve_em [24]
                0.00   16.28     450/450         .__module_em_NMOD_rk_step_prep [25]
-----------------------------------------------
                0.00   16.28     450/450         .*__module_em_NMOD_rk_step_prep_stub_in_solve_em [24]
[25]     3.9    0.00   16.28     450         .__module_em_NMOD_rk_step_prep [25]
                8.88    0.00     450/450         .__module_big_step_utilities_em_NMOD_calc_cq [46]
                3.90    0.00     450/450         .__module_big_step_utilities_em_NMOD_couple_momentum [71]
                1.40    0.00     450/450         .__module_big_step_utilities_em_NMOD_calc_ww_cp [108]
                1.06    0.00     450/450         .__module_big_step_utilities_em_NMOD_calc_alt [115]
                0.99    0.00     450/450         .__module_big_step_utilities_em_NMOD_calc_php [118]
                0.03    0.00     450/450         .__module_big_step_utilities_em_NMOD_calculate_full [221]
                0.02    0.00     450/450         .__module_big_step_utilities_em_NMOD_calc_mu_uv [228]
-----------------------------------------------
                0.01   16.02    1050/1050        .solve_em [6]
[26]     3.8    0.01   16.02    1050         .*__module_small_step_em_NMOD_advance_w_stub_in_solve_em [26]
               16.02    0.00    1050/1050        .__module_small_step_em_NMOD_advance_w [27]
-----------------------------------------------
               16.02    0.00    1050/1050        .*__module_small_step_em_NMOD_advance_w_stub_in_solve_em [26]
[27]     3.8   16.02    0.00    1050         .__module_small_step_em_NMOD_advance_w [27]
-----------------------------------------------
                0.00   14.76     150/150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
[28]     3.5    0.00   14.76     150         .*__module_pbl_driver_NMOD_pbl_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [28]
                1.73   13.03     150/150         .__module_pbl_driver_NMOD_pbl_driver [29]
-----------------------------------------------
                1.73   13.03     150/150         .*__module_pbl_driver_NMOD_pbl_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [28]
[29]     3.5    1.73   13.03     150         .__module_pbl_driver_NMOD_pbl_driver [29]
                0.39   12.64     150/150         .__module_bl_ysu_NMOD_ysu [30]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.39   12.64     150/150         .__module_pbl_driver_NMOD_pbl_driver [29]
[30]     3.1    0.39   12.64     150         .__module_bl_ysu_NMOD_ysu [30]
               10.22    2.42   11250/11250       .__module_bl_ysu_NMOD_ysu2d [31]
-----------------------------------------------
               10.22    2.42   11250/11250       .__module_bl_ysu_NMOD_ysu [30]
[31]     3.0   10.22    2.42   11250         .__module_bl_ysu_NMOD_ysu2d [31]
                2.42    0.00   22500/22500       .__module_bl_ysu_NMOD_tridin [88]
-----------------------------------------------
                0.00   12.03     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[32]     2.9    0.00   12.03     150         .*__module_diffusion_em_NMOD_cal_deform_and_div_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [32]
               12.03    0.00     150/150         .__module_diffusion_em_NMOD_cal_deform_and_div [33]
-----------------------------------------------
               12.03    0.00     150/150         .*__module_diffusion_em_NMOD_cal_deform_and_div_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [32]
[33]     2.9   12.03    0.00     150         .__module_diffusion_em_NMOD_cal_deform_and_div [33]
-----------------------------------------------
                0.02   11.98     450/450         .solve_em [6]
[34]     2.8    0.02   11.98     450         .*__module_small_step_em_NMOD_small_step_prep_stub_in_solve_em [34]
               11.98    0.00     450/450         .__module_small_step_em_NMOD_small_step_prep [35]
-----------------------------------------------
               11.98    0.00     450/450         .*__module_small_step_em_NMOD_small_step_prep_stub_in_solve_em [34]
[35]     2.8   11.98    0.00     450         .__module_small_step_em_NMOD_small_step_prep [35]
-----------------------------------------------
                2.68    0.00    2250/9900        .__module_em_NMOD_init_zero_tendency [82]
                2.68    0.00    2250/9900        .__module_em_NMOD_rk_scalar_tend [10]
                6.44    0.00    5400/9900        .__module_em_NMOD_rk_tendency [8]
[36]     2.8   11.81    0.00    9900         .__module_big_step_utilities_em_NMOD_zero_tend [36]
-----------------------------------------------
                0.00   11.34    1050/1050        .solve_em [6]
[37]     2.7    0.00   11.34    1050         .*__module_small_step_em_NMOD_sumflux_stub_in_solve_em [37]
               11.34    0.00    1050/1050        .__module_small_step_em_NMOD_sumflux [38]
-----------------------------------------------
               11.34    0.00    1050/1050        .*__module_small_step_em_NMOD_sumflux_stub_in_solve_em [37]
[38]     2.7   11.34    0.00    1050         .__module_small_step_em_NMOD_sumflux [38]
-----------------------------------------------
                4.21    0.00     450/1200        .__module_em_NMOD_rk_tendency [8]
                7.02    0.00     750/1200        .__module_em_NMOD_rk_scalar_tend [10]
[39]     2.7   11.23    0.00    1200         .__module_big_step_utilities_em_NMOD_horizontal_diffusion [39]
-----------------------------------------------
                0.00   11.11    1500/1500        .solve_em [6]
[40]     2.6    0.00   11.11    1500         .*__module_small_step_em_NMOD_calc_p_rho_stub_in_solve_em [40]
               11.11    0.00    1500/1500        .__module_small_step_em_NMOD_calc_p_rho [41]
-----------------------------------------------
               11.11    0.00    1500/1500        .*__module_small_step_em_NMOD_calc_p_rho_stub_in_solve_em [40]
[41]     2.6   11.11    0.00    1500         .__module_small_step_em_NMOD_calc_p_rho [41]
-----------------------------------------------
                0.00    9.69     150/150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
[42]     2.3    0.00    9.69     150         .*__module_radiation_driver_NMOD_radiation_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [42]
                0.07    9.62     150/150         .__module_radiation_driver_NMOD_radiation_driver [43]
-----------------------------------------------
                0.07    9.62     150/150         .*__module_radiation_driver_NMOD_radiation_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [42]
[43]     2.3    0.07    9.62     150         .__module_radiation_driver_NMOD_radiation_driver [43]
                0.14    9.28       6/6           .__module_ra_rrtm_NMOD_rrtmlwrad [44]
                0.14    0.06       6/6           .__module_ra_sw_NMOD_swrad [187]
                0.00    0.00      12/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00       6/6           .__module_radiation_driver_NMOD_radconst [536]
                0.00    0.00       6/6           .__module_radiation_driver_NMOD_cal_cldfra [535]
-----------------------------------------------
                0.14    9.28       6/6           .__module_radiation_driver_NMOD_radiation_driver [43]
[44]     2.2    0.14    9.28       6         .__module_ra_rrtm_NMOD_rrtmlwrad [44]
                0.01    9.27   47700/47700       .__module_ra_rrtm_NMOD_rrtm [45]
-----------------------------------------------
                0.01    9.27   47700/47700       .__module_ra_rrtm_NMOD_rrtmlwrad [44]
[45]     2.2    0.01    9.27   47700         .__module_ra_rrtm_NMOD_rrtm [45]
                2.00    2.87   47700/47700       .__module_ra_rrtm_NMOD_gasabs [65]
                3.52    0.00   47700/47700       .__module_ra_rrtm_NMOD_rtrn [72]
                0.00    0.55   47700/47700       .__module_ra_rrtm_NMOD_inirad [126]
                0.20    0.00   47700/47700       .__module_ra_rrtm_NMOD_setcoef [186]
                0.13    0.00   47700/47700       .__module_ra_rrtm_NMOD_mm5atm [201]
-----------------------------------------------
                8.88    0.00     450/450         .__module_em_NMOD_rk_step_prep [25]
[46]     2.1    8.88    0.00     450         .__module_big_step_utilities_em_NMOD_calc_cq [46]
-----------------------------------------------
                8.54    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[47]     2.0    8.54    0.00     450         .__module_advect_em_NMOD_advect_v [47]
-----------------------------------------------
                8.47    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[48]     2.0    8.47    0.00     450         .__module_advect_em_NMOD_advect_w [48]
-----------------------------------------------
                8.15    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[49]     1.9    8.15    0.00     450         .__module_big_step_utilities_em_NMOD_horizontal_pressure_gradient [49]
-----------------------------------------------
                                                 <spontaneous>
[50]     1.9    8.15    0.00                 .f_pack_int_ikj [50]
-----------------------------------------------
                7.73    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[51]     1.8    7.73    0.00     450         .__module_big_step_utilities_em_NMOD_curvature [51]
-----------------------------------------------
                7.09    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[52]     1.7    7.09    0.00     450         .__module_big_step_utilities_em_NMOD_rhs_ph [52]
-----------------------------------------------
                0.00    6.84     450/450         .solve_em [6]
[53]     1.6    0.00    6.84     450         .*__module_em_NMOD_rk_addtend_dry_stub_in_solve_em [53]
                6.84    0.00     450/450         .__module_em_NMOD_rk_addtend_dry [54]
-----------------------------------------------
                6.84    0.00     450/450         .*__module_em_NMOD_rk_addtend_dry_stub_in_solve_em [53]
[54]     1.6    6.84    0.00     450         .__module_em_NMOD_rk_addtend_dry [54]
-----------------------------------------------
                0.00    6.80     150/150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
[55]     1.6    0.00    6.80     150         .*__module_big_step_utilities_em_NMOD_phy_prep_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [55]
                6.80    0.00     150/150         .__module_big_step_utilities_em_NMOD_phy_prep [56]
-----------------------------------------------
                6.80    0.00     150/150         .*__module_big_step_utilities_em_NMOD_phy_prep_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [55]
[56]     1.6    6.80    0.00     150         .__module_big_step_utilities_em_NMOD_phy_prep [56]
-----------------------------------------------
                6.64    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[57]     1.6    6.64    0.00     450         .__module_advect_em_NMOD_advect_u [57]
-----------------------------------------------
                0.00    6.32     450/450         .solve_em [6]
[58]     1.5    0.00    6.32     450         .*__module_small_step_em_NMOD_small_step_finish_stub_in_solve_em [58]
                6.32    0.00     450/450         .__module_small_step_em_NMOD_small_step_finish [59]
-----------------------------------------------
                6.32    0.00     450/450         .*__module_small_step_em_NMOD_small_step_finish_stub_in_solve_em [58]
[59]     1.5    6.32    0.00     450         .__module_small_step_em_NMOD_small_step_finish [59]
-----------------------------------------------
                                                 <spontaneous>
[60]     1.4    5.93    0.00                 .f_unpack_int_ikj [60]
-----------------------------------------------
                0.01    5.82     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[61]     1.4    0.01    5.82     150         .*__module_diffusion_em_NMOD_calculate_km_kh_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [61]
                0.00    5.82     150/150         .__module_diffusion_em_NMOD_calculate_km_kh [63]
-----------------------------------------------
                0.00    0.00       7/18476       .start_domain_em [103]
                0.01    0.00      19/18476       .*__module_bc_NMOD_set_physical_bc3d_stub_in_start_domain_em [257]
                0.19    0.00     600/18476       .__module_diffusion_em_NMOD_phy_bc [189]
                0.24    0.00     750/18476       .*__module_bc_NMOD_set_physical_bc3d_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [183]
                0.47    0.00    1500/18476       .__module_bc_em_NMOD_rk_phys_bc_dry_2 [134]
                0.47    0.00    1500/18476       .__module_bc_em_NMOD_set_phys_bc_dry_2 [136]
                0.95    0.00    3000/18476       .solve_em [6]
                0.99    0.00    3150/18476       .__module_bc_em_NMOD_rk_phys_bc_dry_1 [117]
                2.50    0.00    7950/18476       .*__module_bc_NMOD_set_physical_bc3d_stub_in_solve_em [87]
[62]     1.4    5.82    0.00   18476         .__module_bc_NMOD_set_physical_bc3d [62]
-----------------------------------------------
                0.00    5.82     150/150         .*__module_diffusion_em_NMOD_calculate_km_kh_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [61]
[63]     1.4    0.00    5.82     150         .__module_diffusion_em_NMOD_calculate_km_kh [63]
                3.98    0.00     150/150         .__module_diffusion_em_NMOD_calculate_n2 [70]
                1.84    0.00     150/150         .__module_diffusion_em_NMOD_smag2d_km [97]
-----------------------------------------------
                4.99    0.00     450/450         .__module_em_NMOD_rk_tendency [8]
[64]     1.2    4.99    0.00     450         .__module_big_step_utilities_em_NMOD_coriolis [64]
-----------------------------------------------
                2.00    2.87   47700/47700       .__module_ra_rrtm_NMOD_rrtm [45]
[65]     1.2    2.00    2.87   47700         .__module_ra_rrtm_NMOD_gasabs [65]
                0.47    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb3 [137]
                0.37    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb9 [153]
                0.36    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb5 [156]
                0.33    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb7 [165]
                0.23    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb2 [184]
                0.23    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb4 [185]
                0.18    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb12 [191]
                0.16    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb11 [194]
                0.14    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb8 [197]
                0.10    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb6 [204]
                0.09    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb13 [205]
                0.08    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb1 [206]
                0.06    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb15 [213]
                0.05    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb16 [215]
                0.02    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb10 [225]
                0.00    0.00   47700/47700       .__module_ra_rrtm_NMOD_taugb14 [364]
-----------------------------------------------
                0.00    4.13     750/750         .solve_em [6]
[66]     1.0    0.00    4.13     750         .*__module_em_NMOD_rk_update_scalar_pd_stub_in_solve_em [66]
                4.13    0.00     750/750         .__module_em_NMOD_rk_update_scalar_pd [67]
-----------------------------------------------
                4.13    0.00     750/750         .*__module_em_NMOD_rk_update_scalar_pd_stub_in_solve_em [66]
[67]     1.0    4.13    0.00     750         .__module_em_NMOD_rk_update_scalar_pd [67]
-----------------------------------------------
                0.00    4.06     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[68]     1.0    0.00    4.06     150         .*__module_physics_addtendc_NMOD_update_phy_ten_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [68]
                0.00    4.06     150/150         .__module_physics_addtendc_NMOD_update_phy_ten [69]
-----------------------------------------------
                0.00    4.06     150/150         .*__module_physics_addtendc_NMOD_update_phy_ten_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [68]
[69]     1.0    0.00    4.06     150         .__module_physics_addtendc_NMOD_update_phy_ten [69]
                0.00    1.92     150/150         .__module_physics_addtendc_NMOD_phy_bl_ten [94]
                0.00    1.84     150/150         .__module_physics_addtendc_NMOD_phy_cu_ten [98]
                0.00    0.31     150/150         .__module_physics_addtendc_NMOD_phy_ra_ten [173]
-----------------------------------------------
                3.98    0.00     150/150         .__module_diffusion_em_NMOD_calculate_km_kh [63]
[70]     0.9    3.98    0.00     150         .__module_diffusion_em_NMOD_calculate_n2 [70]
-----------------------------------------------
                3.90    0.00     450/450         .__module_em_NMOD_rk_step_prep [25]
[71]     0.9    3.90    0.00     450         .__module_big_step_utilities_em_NMOD_couple_momentum [71]
-----------------------------------------------
                3.52    0.00   47700/47700       .__module_ra_rrtm_NMOD_rrtm [45]
[72]     0.8    3.52    0.00   47700         .__module_ra_rrtm_NMOD_rtrn [72]
-----------------------------------------------
                0.00    3.42     150/150         .__module_first_rk_step_part1_NMOD_first_rk_step_part1 [12]
[73]     0.8    0.00    3.42     150         .*__module_cumulus_driver_NMOD_cumulus_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [73]
                0.01    3.41     150/150         .__module_cumulus_driver_NMOD_cumulus_driver [74]
-----------------------------------------------
                0.01    3.41     150/150         .*__module_cumulus_driver_NMOD_cumulus_driver_stub_in___module_first_rk_step_part1_NMOD_first_rk_step_part1 [73]
[74]     0.8    0.01    3.41     150         .__module_cumulus_driver_NMOD_cumulus_driver [74]
                0.72    2.69     150/150         .__module_cu_kfeta_NMOD_kf_eta_cps [75]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.72    2.69     150/150         .__module_cumulus_driver_NMOD_cumulus_driver [74]
[75]     0.8    0.72    2.69     150         .__module_cu_kfeta_NMOD_kf_eta_cps [75]
                2.03    0.66  294150/294150      .__module_cu_kfeta_NMOD_kf_eta_para [81]
-----------------------------------------------
                0.31    0.00     150/1650        .__module_physics_addtendc_NMOD_phy_ra_ten [173]
                1.23    0.00     600/1650        .__module_physics_addtendc_NMOD_phy_bl_ten [94]
                1.84    0.00     900/1650        .__module_physics_addtendc_NMOD_phy_cu_ten [98]
[76]     0.8    3.37    0.00    1650         .__module_physics_addtendc_NMOD_add_a2a [76]
-----------------------------------------------
                0.00    3.13     600/600         .solve_em [6]
[77]     0.7    0.00    3.13     600         .*__module_big_step_utilities_em_NMOD_calc_p_rho_phi_stub_in_solve_em [77]
                2.81    0.32     600/600         .__module_big_step_utilities_em_NMOD_calc_p_rho_phi [78]
-----------------------------------------------
                2.81    0.32     600/600         .*__module_big_step_utilities_em_NMOD_calc_p_rho_phi_stub_in_solve_em [77]
[78]     0.7    2.81    0.32     600         .__module_big_step_utilities_em_NMOD_calc_p_rho_phi [78]
                0.32    0.00 1530000/1530000     .vspow [169]
-----------------------------------------------
                0.00    2.71     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[79]     0.6    0.00    2.71     150         .*__module_em_NMOD_calculate_phy_tend_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [79]
                2.71    0.00     150/150         .__module_em_NMOD_calculate_phy_tend [80]
-----------------------------------------------
                2.71    0.00     150/150         .*__module_em_NMOD_calculate_phy_tend_stub_in___module_first_rk_step_part2_NMOD_first_rk_step_part2 [79]
[80]     0.6    2.71    0.00     150         .__module_em_NMOD_calculate_phy_tend [80]
-----------------------------------------------
                2.03    0.66  294150/294150      .__module_cu_kfeta_NMOD_kf_eta_cps [75]
[81]     0.6    2.03    0.66  294150         .__module_cu_kfeta_NMOD_kf_eta_para [81]
                0.30    0.00   82470/82470       .__module_cu_kfeta_NMOD_envirtht [175]
